company_id,company_kyc_status_name,company_kyb_status_name,company_type_group,company_phone_verified_flag,company_email_verified_flag,user_fraud_flag,testing_account_flag,blacklist_account_flag,package_active_name,company_registered_datetime
4202ebbfeb2d8622ae35e7302c80c914794fcee4664345ff3b4da9a00c028e19,VALIDASI_BERHASIL,VALIDASI_BERHASIL,CV,1.0,1.0,0.0,0.0,0.0,FREE,2023-06-12 11:46:33
4e748c692460aa2d2f08354ea0ef0b2146addf170d4c6ab4f8536897c81c9065,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2021-11-27 17:27:16
57c28178bddad367059ed179ff8dbe5d6ebaf6bf5890e0006cd6975f869f44a2,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-12-11 09:56:11
ffcb909cf0b66998e1f034d00ed93b65350b1defddd6e2ca750d2e7250ac3237,VALIDASI_BERHASIL,VALIDASI_BERHASIL,PT,1.0,1.0,0.0,0.0,0.0,FREE,2023-07-24 10:08:09
46294b2d0672a2a573b574f11633398009c7332f7f7fdf43111b37062623ef57,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-08-07 13:40:15
288cf55dd3ca1b296b1e3cb40d9eac093f40d0e1dd7cd81fd75a0584c546fe64,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2022-12-09 19:44:45
ecad68c6f8f865f785578f9be9fde7916f2f598858c28d794b6fb5a5e6989494,VALIDASI_BERHASIL,VALIDASI_BERHASIL,CV,1.0,1.0,0.0,0.0,0.0,FREE,2023-03-04 00:16:24
eeb9db6e35c7813b38bcbfd8136c36228c858ff94ce47b76aed74b42fa53c474,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2022-04-11 21:57:26
5eda77d9dd9c5a43642c86b260f71b7ddace5607df81764f722a1691ccdd83ae,VALIDASI_BERHASIL,DOKUMEN_KURANG_LENGKAP,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2022-12-21 14:54:31
2155a0b3ec4ef3cb18f0890eab8177381c7e96dad9629721a73f28e38d8c9c03,VALIDASI_BERHASIL,DOKUMEN_KURANG_LENGKAP,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2022-04-13 02:58:57
95e6ef56c94526951092bcab06dd758882e7d35e27592df1ecd9bb67198a97e9,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,0.0,1.0,0.0,0.0,0.0,FREE,2022-03-07 17:51:48
b958f0abcc3036f39ef281236179d70aa1f6e44c9775cf79a45495836da9191c,VALIDASI_BERHASIL,DALAM_PENGAJUAN,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ SIX MONTHS,2023-01-26 22:00:07
58b3359073ccf6007a88e58b913853bb4bffbc082e389915811c7bdf68f477b6,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,0.0,1.0,0.0,0.0,0.0,FREE,2022-12-31 17:51:52
9a2e0b0e8beb00ef5f5a349b2ecc7904bcb5444ac3e448164ef013b772bf8bf7,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,0.0,0.0,0.0,0.0,FREE,2023-01-28 00:07:15
0d7c84540bac7c8887bdc19f2ec1db7032193455e3ad96bbae3c6df9f6c508c6,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-08-30 12:00:04
8035461b986119b13f448e9d3781cfaf214f1c0f0128ea19e4c2051936b32bc9,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2022-04-11 18:14:48
92045433d4f39a7f95ac8e8fac5070c9e43e80ecfc97932ace4aa576cfb035f2,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,0.0,0.0,0.0,0.0,FREE,2023-01-02 03:52:09
502917cf16eb9d6fdae0e30575448fea49c77f8790f22662d3d5518a7ffa1c2f,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-11-15 10:05:10
564d7304454d3552840f7483fd97b859319b4ba703e735ceb0e6c918fa8f5615,AKUN_DIBEKUKAN,BELUM_VALIDASI,PERORANGAN,1.0,1.0,1.0,0.0,0.0,FREE,2023-07-29 12:27:43
19fb72a33fb7d746ea5049eb55a7399479614bd8eb4eafdba05471d7fe0964c6,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-09-18 14:11:57
558ee63bc4cb36f457848cb954f7d05c810f36b4596ed10ed85996f74eb8c424,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-01-29 00:07:41
df49a12bd4d8e5cc564d587ddf36c8b15be260b4b048e861498341db74728f24,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ ONE YEAR,2021-09-29 01:45:08
1cd7c6221d8919d6b0113eb17ab64ec31442189a6e635ab62926a332ce01f897,AKUN_DIBEKUKAN,VALIDASI_BERHASIL,PT,1.0,1.0,1.0,0.0,0.0,FREE,2022-10-16 02:41:49
82aaef03569d30831d5effc099d654b2a0d9366d090136850ec65164a9f674b2,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-03-17 10:29:48
a19057a27b5d3caa27312d3636a207a7a67bbf0e3b66cb58958d8449753e4dac,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-02-20 16:52:59
dfd46826735fe27763a1bcebd5ec2ef9e7d6dec43108651280e689ac1bd87e35,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,0.0,0.0,0.0,0.0,FREE,2023-03-03 09:23:47
c8f7bc364bb12994787b99a779876e6150da29c6abc2a268b2c1d4cf037f220f,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ SIX MONTHS,2023-04-14 09:54:11
444e5b1fca4effab0e80e27953352e0788f99d55b52034087e9ad899d3c3c079,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,0.0,0.0,0.0,0.0,FREE,2023-05-15 21:13:53
f66a9efc57cf1462f41ee42081a4412e2706f51d78fb74a9daf21cf3da21f36d,VALIDASI_BERHASIL,BELUM_VALIDASI,PT,1.0,1.0,0.0,1.0,0.0,PAPER+ FIVE YEARS,2023-05-19 09:53:04
1f972fcf0c0e3849f797c224bc46ce16ff454944805e76d07badf8280298b5df,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ ONE MONTH,2023-05-19 13:00:55
160d52cd31256a18744cb5c666d46301db0f4d095c3e64e657e1fec78c6f5dec,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,0.0,1.0,0.0,0.0,0.0,PAPER+ ONE YEAR,2023-01-06 13:45:32
7909a65786658cdaa755f4fa5f02d928cc9437996f4a78e7d225fe139ae2a684,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2022-06-01 20:46:23
04aae5d15acd4b93717802f7085690f677e5ebe49faedd120c847266714f2904,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-01-13 20:17:26
17de722e85536858b826e1296fcfea7d1d78789b1b779ee48464fbe30517412c,DOKUMEN_KURANG_LENGKAP,BELUM_VALIDASI,PERORANGAN,1.0,0.0,0.0,0.0,0.0,FREE,2023-08-12 08:53:33
e79b75b9a9d195ee75191bfb99eed5d51a6aa1bc51cebc7d0c5b6cbec1474373,VALIDASI_BERHASIL,VALIDASI_BERHASIL,PT,1.0,1.0,0.0,0.0,0.0,PAPER+ ONE MONTH,2022-07-05 19:03:41
270393676e064ccfcad7906c5ff6ee7fddd9fdfd12bb8ca584c53547ff992668,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,0.0,0.0,0.0,0.0,FREE,2023-12-04 13:31:20
6328714f366f41f89c51c971272888ae768d7369af43341cc96352a6808bed3c,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-03-13 03:07:50
be4f6ed916c410697040b72a00ce0995b4dbb6ed844c0e55863967d73df755bf,VALIDASI_BERHASIL,DOKUMEN_KURANG_LENGKAP,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2021-12-07 14:58:44
f10cebceb3ff72acc8e9b9c21d90ef3739dbced4a029738e314f40371ff44a28,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,0.0,1.0,0.0,0.0,0.0,FREE,2023-11-22 19:45:38
4dda33e0fc407d49edc3438a05e4019013621353e5709b2ff204d725860a280b,DOKUMEN_KURANG_LENGKAP,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2021-11-05 15:19:15
9506dece8982a8d50fbb2924dd510825ea1516c19852aa5aa3fd2d15811de6f2,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-04-27 22:08:23
c57f42c191012d5733a26f39804f4f9bf717c65bebb161ece1d519a7ed6bb4ce,VALIDASI_BERHASIL,VALIDASI_BERHASIL,PT,1.0,1.0,0.0,0.0,0.0,PAPER+ SIX MONTHS,2021-08-24 09:02:12
d76c958f4e0dd86f00a166da4c5d11d13f2a144a21f308772d405d7260f6db8f,AKUN_DIBEKUKAN,BELUM_VALIDASI,PERORANGAN,1.0,1.0,1.0,0.0,0.0,PAPER+ ONE MONTH,2022-12-18 03:37:47
0e3de1aa6e193451c2041ba3d805e87de54fff0232779dcc141b9203ef37bd1e,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2022-12-20 12:31:22
25254fe39611d129f85367f800017c529900ec1b271206597ab218323b62eea7,AKUN_DIBEKUKAN,BELUM_VALIDASI,PERORANGAN,1.0,1.0,1.0,0.0,0.0,FREE,2023-08-21 04:16:56
bb28187d06fd09266a07d8daa8120a77800b8983505110647bd4e26e6048dff5,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,0.0,0.0,0.0,0.0,FREE,2022-12-30 04:06:03
9448fc3cb0eb59d4823d289082b8df56a945b710b802954b092f97fdb26cc9a9,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-01-03 22:01:11
adf024dab63cd741acb845cf75ac28a836cfba564df2669fe5b5e73a20c19b84,VALIDASI_BERHASIL,VALIDASI_BERHASIL,PT,1.0,1.0,0.0,0.0,0.0,FREE,2021-11-20 19:48:03
38bde849e11c9c5404ce9b5d86bfc8c40787960a6f89f06887bedca9c2d04889,VALIDASI_BERHASIL,VALIDASI_BERHASIL,PT,1.0,1.0,0.0,0.0,0.0,FREE,2021-06-18 00:11:20
1bd3cf190932ff69823fe707a3fef0247224541b1d7faed87c51a31644f8ef6f,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ ONE YEAR,2023-01-11 16:25:01
2251456fd46a30922968d86c5ad730822b2baab1114d3f5f450b8b96563e7620,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,0.0,0.0,0.0,0.0,FREE,2023-08-15 11:13:15
f8e602cc61f8e123086e530d7667e6dc4008ba027b960e1502527282faee6332,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,0.0,0.0,0.0,0.0,FREE,2023-08-15 07:33:35
1aebfd178c94cb1544628ee44e8a65656fc11c0c7cf01d0741071bf53928212e,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ ONE YEAR,2023-03-15 16:35:42
a86d0815289b5acd5d5f03660b3fbcdd748d838d6c199207473fde45e64e31bd,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2021-06-03 00:14:57
f13b2c7285a6fe4ff802b8d8883dade0d396929073781a9a1f7fdb09999a42a4,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ SIX MONTHS,2023-05-25 13:53:31
2284ec43e7ee2c878b6c0496dd94e71574c885f15dd374beff4d9ef51975b215,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ SIX MONTHS,2023-03-07 11:24:43
f03b495b1091e6c3d6be3d40e9cfa59d803e539d330b02031cbd4b3f08c60b76,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-05-29 11:37:30
97e97173aebedc3df6d150745e6f9be87096d9b3194a5cb4ab792057ed4ea3e6,AKUN_DIBEKUKAN,BELUM_VALIDASI,PERORANGAN,1.0,1.0,1.0,0.0,0.0,FREE,2023-01-18 03:59:43
ca828424979b71c9819e1110e5f2a0c3a13e7528de801dafc4a338199bd95840,AKUN_DIBEKUKAN,BELUM_VALIDASI,PERORANGAN,1.0,1.0,1.0,0.0,0.0,FREE,2023-04-28 14:24:05
0719f2ed66328a141dc1807848bcc72edd027567ae4fc4968306a04287c64afa,VALIDASI_BERHASIL,DOKUMEN_KURANG_LENGKAP,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-03-14 21:51:11
77c15310d9b2435ba6f7ae6fefe1d8447dbfc467c9ae384783cd6f37304a2994,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ SIX MONTHS,2023-06-03 16:52:19
10f3200ad77826457a7b33726d1ec95de21ee6400745aabd3d9c73992814a7e3,VALIDASI_BERHASIL,DOKUMEN_KURANG_LENGKAP,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2022-08-10 01:18:18
07915d554877628d58df6c25467129352bf98e9b604c5b06daae791e3d0e7c6e,VALIDASI_BERHASIL,DOKUMEN_KURANG_LENGKAP,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-02-14 22:03:58
e93ab15de9800f14db68e40d75c3cc243e3c2d25a04fa082266927f8d3e6e560,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ ONE MONTH,2022-06-16 07:02:54
21bb355d90895fd0bc8f0023875d45fcea367e88348f8f3e707361c9953c2935,VALIDASI_BERHASIL,VALIDASI_BERHASIL,PT,1.0,1.0,0.0,0.0,0.0,PAPER+ THREE MONTHS,2022-11-09 23:16:37
ddbe6da7bc2c05135e213e697266904b341183f802bc02ba06ef68b40615f7c6,VALIDASI_BERHASIL,VALIDASI_BERHASIL,PT,1.0,1.0,0.0,0.0,0.0,PAPER+ ONE YEAR,2023-02-01 04:14:29
0524217a238f3ef711cb0ccc09fa09558d66bb21ad9c6deea3519aac65facf58,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,0.0,0.0,0.0,0.0,FREE,2022-12-22 17:29:19
d9f65b7828e0eb4d04554f41ce19d01b94ba8fccac6c979bcde8daf42e88035d,VALIDASI_BERHASIL,DALAM_PENGAJUAN,PT,1.0,1.0,0.0,0.0,0.0,FREE,2023-07-29 00:07:07
a81ff732d8bdbbe3c7297b3daf96ba1229e27e41fd097b35411db8ca5c092386,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-03-01 19:14:40
ada3cfdce79ea39b7768f0c7ffe26b6f4b8b310bf92ddb83da3c6613f9b77bf6,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2022-11-01 17:50:38
4bd2f8ec875093367fa450d6aa8f21002b6d3f69f872e42550e4aad67069c163,VALIDASI_BERHASIL,VALIDASI_BERHASIL,PT,1.0,1.0,0.0,0.0,0.0,FREE,2023-05-25 11:23:19
d0d53c19f7d5ca40236abfb2a0d610247ec68d3c274681dafcaea920b2847b19,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-12-28 10:40:11
c17ccdc180e1771ef3405c24445c16426fad4c3f68d75544a861f730ad81f47a,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-07-28 16:45:11
a1919d5f7758cfab44ee9d2babfad4e322412774eff2ebeb9d629840551a7028,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2021-12-12 04:17:42
655a4c1619e91c94576bfbf8e1c0ee25bce27d2dc1f614052618c9484421cf6c,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ ONE YEAR,2023-01-04 04:21:48
922dd420302042c32d0780b40c2ebf1ff9fc57c3931108b2e409013bb26a0cd3,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,0.0,0.0,0.0,0.0,FREE,2023-03-31 12:07:09
1567e609193b9634324e55559e73f5da178c0e5564a56c9ea5a9c53d03cb2989,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ SIX MONTHS,2023-07-10 13:03:20
6b2e11b711bea9c80b2f45084bae15af780d3a89f579a8186c7e47e7323e14db,AKUN_DIBEKUKAN,BELUM_VALIDASI,PERORANGAN,1.0,1.0,1.0,0.0,0.0,FREE,2023-04-28 16:24:23
053819be0c911b698bbd253728ba9b9a85779f2d9a5a39503b29f9f01cd0aa0e,AKUN_DIBEKUKAN,BELUM_VALIDASI,PERORANGAN,1.0,1.0,1.0,0.0,0.0,FREE,2023-03-31 18:26:09
2710da185a7a9b1a5349700e734aeebebd5264040278ceeb693b3f47ef78e594,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,0.0,0.0,0.0,0.0,FREE,2023-07-10 12:43:05
2993b10d7809260bdbfa484005443cfee22c9da1a1eb126dd5a4fd4bf1b3a9b7,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,0.0,1.0,0.0,0.0,0.0,FREE,2022-02-07 19:50:30
99730fa2a55016d24af04b387878b638126dcaf4d73c8db6bd5aff470aeb8e30,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-05-16 23:55:11
a4561435f71e6f2e57f231bbe321553e8c68ad23d144bf2200eef4de6a24f50c,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ THREE MONTHS,2023-05-02 19:42:50
7d4aa3eac03807fd9aef7f0613f29088be76d33cd38eb7631473a16cf80e4b30,VALIDASI_BERHASIL,DOKUMEN_KURANG_LENGKAP,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ ONE MONTH,2022-11-28 20:56:32
f1a3485013d6991ed018a1b698e3917d5c5c411621bb07947a826820e39bdb4d,DRAFT,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-07-01 10:45:07
5e34de7da3795a555c8ef5f2138dd2284372b3b13c477c98350d6188f1ea532f,VALIDASI_BERHASIL,VALIDASI_BERHASIL,PT,1.0,1.0,0.0,0.0,0.0,PAPER+ ONE YEAR,2020-11-21 10:20:37
ddb383204ec93fa0b07705d8eaee9a07d53d44783d96e7a7215a7b3d0ed29603,VALIDASI_BERHASIL,BELUM_VALIDASI,PT,1.0,1.0,0.0,0.0,0.0,PAPER+ SIX MONTHS,2022-01-24 16:39:48
b8b9fa2f5b85192f535a40edea54a3ad55d48f412238b63a80e4b307beb81386,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,0.0,0.0,0.0,0.0,FREE,2023-11-24 13:42:24
3e174df1eb0f2e62ae5a8f02e914576fa65b8a0d2f94383f953d2459a6e36a7b,VALIDASI_BERHASIL,VALIDASI_BERHASIL,PT,1.0,1.0,0.0,0.0,0.0,PAPER+ MARKETING PROMO(1 MONTH),2021-11-24 18:08:02
746b46d30b7398728236ddcc54bad2518cc31a22b01951ca273e3c02a0a96248,AKUN_DIBEKUKAN,DOKUMEN_KURANG_LENGKAP,PERORANGAN,1.0,1.0,1.0,0.0,0.0,FREE,2022-09-27 21:59:23
a1a33421372c9dfe589973cfb3bd26c4dea6184c51de8d770d9003b850bb2a41,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,0.0,0.0,0.0,0.0,FREE,2022-12-20 16:26:38
29a471f51c016ec92e2c3ef595d1dfdf3f28eab6e9c4dc3c06774e1fd9643d56,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,0.0,0.0,0.0,0.0,FREE,2023-10-14 15:03:07
c98e63f7ac1f985740cd0ae380e3590c560d1ace1eb0d5e94d37ba95a82a54c5,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ THREE MONTHS,2023-04-27 20:03:52
39144a9f257a04b32f8e8dbbf00eaf37002eee6684373baa99de2401d76b63b8,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ SIX MONTHS,2023-06-03 12:36:15
75df7d34ca495bb8be43dc34b76eec27b6de1af522d500b953d275c50c7eedb6,VALIDASI_BERHASIL,VALIDASI_BERHASIL,PT,1.0,1.0,0.0,0.0,0.0,FREE,2023-10-23 12:17:53
1591a37d634ef7be77d87ffbad2ec345fb8939b68d73f9249dae3c0a11c18d47,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ THREE MONTHS,2023-03-06 11:47:51
a9362b4269eda6e685426858827a00aa8fbd3d9a4200843e180ae857984f01c3,VALIDASI_BERHASIL,DOKUMEN_KURANG_LENGKAP,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-02-16 23:28:22
5e5c0be4931ddde4ecea86dfd71ce71c9cf3687bf3c9c7e7b4e57dbb7ca06149,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ ONE YEAR,2022-12-12 03:54:00
2b2b36b1380bb20b3c65b2e2a74591f689e84db66c5fde90fb500fb5b2b14c58,AKUN_DIBEKUKAN,BELUM_VALIDASI,PERORANGAN,1.0,1.0,1.0,0.0,0.0,FREE,2023-07-05 22:51:56
51f637270e2b45e3ec40f5bc2b1fa858df232c54192b4366eda52a736295af33,VALIDASI_BERHASIL,DOKUMEN_KURANG_LENGKAP,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-02-07 19:20:46
826de0083aa830dc56d9a7823622e1029662394e0329b3d9cdf5b743208e05dc,VALIDASI_BERHASIL,VALIDASI_BERHASIL,PT,1.0,1.0,0.0,0.0,0.0,PAPER+ THREE MONTHS,2022-07-30 19:08:09
fdb8dd1eaa1b08a13dcc6d2b132ddb069a31675debcdaec64cfe21fe224d6eff,BELUM_VALIDASI,BELUM_VALIDASI,PERORANGAN,1.0,0.0,0.0,0.0,0.0,FREE,2023-03-21 23:13:57
8b7b6f9334a3ba9540c9000c1214d7515bf58d4170e5401b54516500b2b8260b,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,FREE,2023-01-14 17:01:04
83030e94ace306ea291a1cb9d416ad5c4d8af2d7d4fa76165f659eedc0c97005,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ ONE YEAR,2023-03-02 02:06:40
ea05296ada44f2daa98e6a9f28fd52b22543006ea56fa43c2aa67d6b5d7c3845,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ THREE MONTHS,2023-02-01 23:47:08
9d4ddde6f0b49c1ac246b8955be78fe42a8986a0e38c55972d188fa5fd85d26e,VALIDASI_BERHASIL,BELUM_VALIDASI,PERORANGAN,1.0,1.0,0.0,0.0,0.0,PAPER+ ONE MONTH,2023-07-03 12:55:41
b6b3dcc26af10b5d1b44b2b008029ddc831ee7c0d940e42ade145308b494df2e,VALIDASI_BERHASIL,VALIDASI_BERHASIL,PT,1.0,1.0,0.0,0.0,0.0,FREE,2023-03-30 22:38:58
